"Region_Country_Area_Code","Region_Country_Area_Name","Year","Cur_health_exp","dom_gen_govern_health_exp","pop_annl_increase","tot_fertil_rate","infant_mortal","maternal_mortal","life_expect_both_sexes","life_expect_males","life_expec_females"
344,"China, Hong Kong SAR",2010,0.0,0.0,0.6,1.0,1.9,0.0,82.4,79.5,85.5
344,"China, Hong Kong SAR",2015,0.0,0.0,0.6,1.2,1.6,0.0,83.4,80.5,86.4
348,"Hungary",2005,7.9969,11.3695,-0.3,1.3,7.4,14.0,72.5,68.3,76.7
348,"Hungary",2010,7.5199,10.1754,-0.3,1.3,5.7,15.0,73.7,69.6,77.8
348,"Hungary",2015,7.1207,9.4454,-0.3,1.3,4.9,17.0,75.4,71.7,78.9
352,"Iceland",2005,9.2135,18.0192,1.0,2.0,2.5,4.0,80.7,78.8,82.6
352,"Iceland",2010,8.7715,14.3609,1.6,2.1,2.0,4.0,81.4,79.6,83.2
352,"Iceland",2015,8.3458,15.8837,0.6,2.0,1.6,3.0,82.2,80.6,83.8
356,"India",2005,3.7912,3.0329,1.7,3.1,59.9,280.0,63.5,62.7,64.4
356,"India",2010,3.2721,3.1694,1.5,2.8,49.8,215.0,65.6,64.7,66.5
356,"India",2015,3.5609,3.1443,1.2,2.4,41.3,174.0,67.6,66.2,69.1
360,"Indonesia",2005,2.5841,4.1989,1.4,2.5,36.5,212.0,66.7,64.9,68.5
360,"Indonesia",2010,2.9609,4.5096,1.3,2.5,29.7,165.0,67.7,65.6,69.8
360,"Indonesia",2015,3.0054,6.9403,1.3,2.5,25.0,126.0,68.6,66.6,70.7
364,"Iran (Islamic Republic of)",2005,5.3057,9.3597,1.3,2.0,25.0,34.0,71.1,70.0,72.3
364,"Iran (Islamic Republic of)",2010,6.7547,11.8872,1.1,1.8,18.9,27.0,72.7,71.0,74.6
364,"Iran (Islamic Republic of)",2015,7.7606,22.5999,1.2,1.7,14.8,25.0,75.1,74.0,76.2
368,"Iraq",2005,2.8974,3.1964,2.7,4.7,34.7,54.0,68.9,66.9,71.0
368,"Iraq",2010,3.2306,4.8142,2.6,4.6,33.3,51.0,68.0,65.1,71.2
368,"Iraq",2015,3.1058,1.6956,3.2,4.6,32.1,50.0,69.2,67.0,71.4
372,"Ireland",2005,7.6477,18.0896,1.8,2.0,5.2,8.0,77.8,75.3,80.4
372,"Ireland",2010,10.512,12.3017,1.9,2.0,3.7,7.0,79.7,77.4,82.0
372,"Ireland",2015,7.446,18.3813,0.3,2.0,3.4,8.0,80.9,78.7,83.0
376,"Israel",2005,7.1271,9.2835,1.9,2.9,5.0,7.0,79.6,77.4,81.6
376,"Israel",2010,7.0511,10.7126,2.3,2.9,4.0,6.0,80.9,79.0,82.8
376,"Israel",2015,7.3753,11.6295,1.7,3.0,3.4,5.0,81.9,80.0,83.7
380,"Italy",2005,8.3612,13.743,0.5,1.3,4.1,4.0,80.3,77.3,83.1
380,"Italy",2010,8.9536,14.0798,0.3,1.4,3.4,4.0,81.5,78.8,84.1
380,"Italy",2015,8.9854,13.3434,-0.1,1.4,3.0,4.0,82.3,79.9,84.7
384,"Cote dIvoire",2005,5.3536,3.8829,1.9,5.7,91.6,742.0,46.7,45.9,47.6
384,"Cote dIvoire",2010,6.1466,4.0537,2.1,5.4,84.6,717.0,49.2,48.5,50.0
384,"Cote dIvoire",2015,5.2627,5.0354,2.5,5.1,71.6,645.0,51.7,50.4,53.2
388,"Jamaica",2005,4.6345,7.7329,0.7,2.5,20.0,92.0,72.8,70.1,75.6
388,"Jamaica",2010,4.9992,9.0174,0.5,2.3,17.9,93.0,74.2,71.7,76.8
388,"Jamaica",2015,5.6585,12.8957,0.4,2.1,15.0,89.0,75.5,73.1,77.9
392,"Japan",2005,7.7807,17.7834,0.1,1.3,3.0,7.0,81.8,78.3,85.2
392,"Japan",2010,9.1568,18.94,0.0,1.3,2.6,6.0,82.7,79.2,86.0
392,"Japan",2015,10.8719,23.2078,-0.1,1.4,2.2,5.0,83.3,80.0,86.4
398,"Kazakhstan",2005,3.8968,11.3711,0.6,2.0,32.0,44.0,64.6,59.1,70.4
398,"Kazakhstan",2010,2.727,8.2052,1.1,2.5,23.9,20.0,66.1,60.6,71.9
398,"Kazakhstan",2015,3.0875,8.3753,1.6,2.7,14.1,12.0,69.1,64.3,73.9
400,"Jordan",2005,8.8627,11.5995,2.3,3.9,22.4,62.0,72.2,70.8,73.8
400,"Jordan",2010,8.3893,18.392,4.6,3.7,19.7,59.0,73.0,71.5,74.6
400,"Jordan",2015,6.2845,11.955,4.9,3.6,17.1,58.0,73.8,72.2,75.5
404,"Kenya",2005,5.3144,6.9133,2.7,5.0,62.2,728.0,52.7,51.0,54.5
404,"Kenya",2010,6.1168,7.3167,2.7,4.7,49.4,605.0,59.7,58.1,61.3
404,"Kenya",2015,4.8901,6.317,2.7,4.1,39.4,510.0,65.4,63.0,67.8
408,"Dem. People's Rep. Korea",2005,0.0,0.0,0.8,2.0,28.5,105.0,68.1,64.2,71.5
408,"Dem. People's Rep. Korea",2010,0.0,0.0,0.6,2.0,27.3,97.0,68.4,64.8,71.8
408,"Dem. People's Rep. Korea",2015,0.0,0.0,0.5,2.0,18.5,82.0,70.8,67.2,74.1
410,"Republic of Korea",2005,4.891,9.6811,0.6,1.2,5.0,14.0,77.2,73.6,80.6
410,"Republic of Korea",2010,6.2406,12.1549,0.3,1.2,3.5,15.0,79.5,76.0,82.7
410,"Republic of Korea",2015,7.0492,12.8555,0.4,1.2,3.0,11.0,81.3,77.9,84.4
414,"Kuwait",2005,2.3776,6.7521,2.1,2.6,10.2,6.0,73.3,72.6,74.4
414,"Kuwait",2010,2.757,5.2162,5.5,2.4,9.7,5.0,73.7,73.0,74.8
414,"Kuwait",2015,4.0147,6.2063,5.4,2.1,8.4,4.0,74.3,73.5,75.5
417,"Kyrgyzstan",2005,7.4501,12.831,0.6,2.5,37.8,85.0,66.9,63.0,71.0
417,"Kyrgyzstan",2010,6.9503,9.2057,1.3,2.8,30.3,84.0,67.5,63.5,71.7
417,"Kyrgyzstan",2015,7.2194,7.2835,1.6,3.1,19.6,76.0,70.3,66.4,74.3
418,"Lao People's Dem. Rep.",2005,3.3367,5.7477,1.5,3.9,69.2,418.0,60.3,59.0,61.7
418,"Lao People's Dem. Rep.",2010,2.9116,2.7053,1.6,3.4,56.7,294.0,63.2,61.8,64.5
418,"Lao People's Dem. Rep.",2015,2.4537,3.761,1.3,2.9,47.3,197.0,65.4,63.9,66.8
422,"Lebanon",2005,7.5512,9.2284,4.2,2.0,13.8,27.0,75.6,73.9,77.4
422,"Lebanon",2010,7.4433,10.2938,1.7,1.6,10.6,19.0,77.7,76.0,79.7
422,"Lebanon",2015,7.8259,14.3326,6.0,1.7,9.2,15.0,78.9,77.3,80.9
426,"Lesotho",2005,5.0662,5.8353,0.8,3.8,86.8,746.0,45.6,44.7,46.4
426,"Lesotho",2010,7.6723,8.6495,0.9,3.4,74.1,587.0,49.0,47.6,50.2
426,"Lesotho",2015,8.3457,11.2762,1.3,3.3,59.8,487.0,52.5,50.1,54.7
428,"Latvia",2005,5.8604,9.5507,-1.1,1.3,9.9,22.0,70.8,65.2,76.2
428,"Latvia",2010,6.1485,8.1323,-1.2,1.5,7.8,19.0,71.6,66.0,77.0
428,"Latvia",2015,5.7106,8.5218,-1.2,1.5,6.5,18.0,73.9,68.8,78.7
430,"Liberia",2005,8.7858,4.4866,2.5,5.7,96.9,0.0,52.4,51.6,53.2
430,"Liberia",2010,8.8072,2.3866,3.8,5.2,71.8,811.0,58.1,57.2,59.0
430,"Liberia",2015,10.1891,3.0682,2.6,4.8,59.0,725.0,60.7,59.8,61.6
434,"Libya",2005,2.5977,5.7806,1.6,2.6,27.2,11.0,70.8,69.1,72.8
434,"Libya",2010,3.5854,4.3341,1.3,2.4,24.3,9.0,71.8,69.5,74.4
434,"Libya",2015,0.0,0.0,0.2,2.4,24.3,9.0,71.5,68.8,74.4
438,"Liechtenstein",2005,0.0,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0
438,"Liechtenstein",2010,0.0,0.0,0.7,1.4,0.0,0.0,0.0,0.0,0.0
438,"Liechtenstein",2015,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
440,"Lithuania",2005,5.642,10.0503,-0.9,1.3,7.7,12.0,71.6,65.7,77.5
440,"Lithuania",2010,6.8161,11.4556,-1.4,1.4,6.0,9.0,71.9,66.0,77.8
440,"Lithuania",2015,6.4764,12.2676,-1.3,1.6,4.4,10.0,74.0,68.5,79.3
442,"Luxembourg",2005,7.1841,13.8857,1.0,1.7,5.0,13.0,78.3,75.1,81.4
442,"Luxembourg",2010,7.0306,13.7246,2.1,1.6,2.3,11.0,79.5,76.7,82.2
442,"Luxembourg",2015,6.1896,12.2271,2.2,1.5,3.4,10.0,81.1,78.8,83.5
446,"China, Macao SAR",2005,0.0,0.0,2.4,0.8,4.9,0.0,81.0,78.2,83.6
446,"China, Macao SAR",2010,0.0,0.0,2.1,0.9,3.8,0.0,82.1,79.1,84.9
446,"China, Macao SAR",2015,0.0,0.0,2.3,1.2,3.0,0.0,83.3,80.3,86.2
450,"Madagascar",2005,5.5263,8.3219,3.0,5.3,58.0,508.0,60.0,58.8,61.3
450,"Madagascar",2010,5.3204,15.2097,2.9,4.8,45.5,436.0,62.2,60.8,63.7
450,"Madagascar",2015,5.5042,15.6105,2.7,4.4,36.8,353.0,64.5,63.0,66.0
454,"Malawi",2005,6.0551,6.0578,2.7,6.0,99.1,648.0,47.3,45.7,48.9
454,"Malawi",2010,7.2414,5.7947,3.0,5.7,79.7,629.0,53.4,51.5,55.2
454,"Malawi",2015,9.3335,9.708,2.9,4.9,66.5,634.0,60.7,58.2,63.1
458,"Malaysia",2005,2.8446,5.6117,2.0,2.5,6.8,52.0,73.2,71.2,75.4
458,"Malaysia",2010,3.2287,6.3204,1.8,2.2,6.8,48.0,73.7,71.6,76.1
458,"Malaysia",2015,3.8976,8.2382,1.8,2.1,6.5,40.0,74.7,72.6,77.1
462,"Maldives",2005,8.8275,7.6986,2.6,2.6,26.7,101.0,72.1,71.1,73.9
462,"Maldives",2010,8.4876,13.6037,2.7,2.3,14.8,87.0,75.6,74.6,76.8
462,"Maldives",2015,8.899,18.178,2.8,2.2,9.0,68.0,76.3,75.4,77.4
466,"Mali",2005,4.9849,8.3608,3.1,6.9,106.6,714.0,50.0,49.3,50.6
466,"Mali",2010,4.4276,3.1997,3.3,6.7,89.1,630.0,54.0,53.4,54.7
466,"Mali",2015,4.1112,4.3845,2.9,6.4,78.5,587.0,56.2,55.6,56.9
470,"Malta",2005,8.6909,14.1989,0.5,1.5,6.9,13.0,78.5,76.8,80.2
470,"Malta",2010,8.2099,12.8996,0.5,1.4,5.8,11.0,79.4,77.7,81.1
470,"Malta",2015,9.3556,14.1685,0.5,1.4,4.8,9.0,80.3,78.6,82.0
474,"Martinique",2005,0.0,0.0,0.5,1.9,8.5,0.0,78.9,75.5,82.2
474,"Martinique",2010,0.0,0.0,-0.1,2.1,7.6,0.0,80.1,76.7,83.2
474,"Martinique",2015,0.0,0.0,-0.5,2.0,6.4,0.0,81.2,77.8,84.4
478,"Mauritania",2005,4.4661,3.8504,2.9,5.3,75.6,750.0,60.3,58.6,61.9
478,"Mauritania",2010,3.3347,4.2229,2.8,5.1,72.4,723.0,61.3,59.8,62.9
478,"Mauritania",2015,4.6444,5.5302,2.9,4.9,68.0,602.0,62.6,61.2,64.1
480,"Mauritius",2005,3.7228,7.3627,0.6,1.9,13.4,39.0,72.1,68.9,75.5
480,"Mauritius",2010,4.7143,8.2959,0.4,1.7,13.2,59.0,72.8,69.4,76.3
480,"Mauritius",2015,5.7898,9.4647,0.2,1.5,12.0,53.0,74.1,70.7,77.7
484,"Mexico",2005,5.8361,11.2387,1.3,2.6,20.5,54.0,74.9,72.4,77.4
484,"Mexico",2010,5.7514,10.906,1.6,2.4,19.9,45.0,75.7,73.3,78.1
484,"Mexico",2015,5.6528,10.865,1.4,2.3,18.8,38.0,76.5,74.0,78.9
492,"Monaco",2005,2.1167,7.9048,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,"Monaco",2010,2.331,9.1693,1.9,0.0,0.0,0.0,0.0,0.0,0.0
492,"Monaco",2015,2.0291,8.0937,0.6,0.0,0.0,0.0,0.0,0.0,0.0
496,"Mongolia",2005,3.2351,9.0401,1.0,2.1,40.8,95.0,64.1,60.8,67.7
496,"Mongolia",2010,3.355,6.5252,1.4,2.4,30.5,63.0,66.1,62.4,70.3
496,"Mongolia",2015,3.9041,6.0648,1.9,2.8,22.8,44.0,68.5,64.5,72.7
498,"Republic of Moldova",2005,9.5581,13.5767,-0.2,1.2,18.9,39.0,67.6,63.6,71.6
498,"Republic of Moldova",2010,12.1592,13.6269,-0.4,1.3,15.5,34.0,68.3,64.4,72.1
498,"Republic of Moldova",2015,10.1769,12.2147,-0.1,1.3,14.3,23.0,71.0,66.7,75.2
499,"Montenegro",2005,0.0,0.0,0.1,1.9,11.6,9.0,73.4,70.6,76.2
499,"Montenegro",2010,0.0,0.0,0.3,1.8,10.9,8.0,74.2,71.9,76.5
499,"Montenegro",2015,0.0,0.0,0.1,1.7,4.1,7.0,76.4,74.0,78.8
500,"Montserrat",2005,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0
500,"Montserrat",2010,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
500,"Montserrat",2015,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
504,"Morocco",2005,4.7647,3.9854,1.1,2.7,36.6,190.0,70.0,68.5,71.4
504,"Morocco",2010,5.8641,7.5316,1.2,2.6,33.2,153.0,72.9,71.3,74.4
504,"Morocco",2015,5.4123,7.7498,1.4,2.6,28.1,121.0,74.9,73.7,76.0
508,"Mozambique",2005,6.4397,15.9379,2.9,5.8,94.3,762.0,49.6,47.9,51.2
508,"Mozambique",2010,5.059,1.4307,2.9,5.7,78.1,619.0,53.2,51.4,55.0
508,"Mozambique",2015,5.1822,1.1828,2.9,5.5,67.3,489.0,56.1,54.0,58.1
512,"Oman",2005,2.5871,6.0894,2.0,3.2,14.6,20.0,73.2,71.4,75.5
512,"Oman",2010,2.744,6.6959,3.8,2.9,9.8,18.0,75.1,73.2,77.5
512,"Oman",2015,4.3054,7.5657,6.5,2.9,9.6,17.0,76.2,74.5,78.7
516,"Namibia",2005,12.4025,20.8561,1.4,3.8,59.4,390.0,53.8,51.7,55.9
516,"Namibia",2010,9.4674,15.4302,1.3,3.6,46.6,319.0,55.0,53.3,56.6
516,"Namibia",2015,9.8648,12.3524,2.2,3.6,36.4,265.0,61.7,59.1,64.3
520,"Nauru",2005,12.5714,18.0093,0.1,0.0,0.0,0.0,0.0,0.0,0.0
520,"Nauru",2010,10.4307,7.3238,-0.2,0.0,0.0,0.0,0.0,0.0,0.0
520,"Nauru",2015,11.3538,5.0113,2.3,0.0,0.0,0.0,0.0,0.0,0.0
524,"Nepal",2005,4.5067,6.2466,1.5,3.6,52.9,444.0,64.1,62.9,65.2
524,"Nepal",2010,4.9748,4.8028,1.1,3.0,41.3,349.0,66.8,65.5,68.1
524,"Nepal",2015,6.2193,5.146,1.2,2.3,32.8,258.0,68.9,67.4,70.5
528,"Netherlands",2005,9.2706,14.7386,0.5,1.7,4.9,11.0,78.7,76.2,81.0
528,"Netherlands",2010,10.4029,17.8331,0.4,1.7,4.1,8.0,80.2,78.0,82.2
528,"Netherlands",2015,10.395,18.7672,0.3,1.7,3.5,7.0,81.3,79.4,83.1
531,"Curacao",2005,0.0,0.0,-0.4,2.1,14.7,0.0,75.0,71.2,78.6
531,"Curacao",2010,0.0,0.0,2.6,2.0,13.0,0.0,76.1,72.7,79.4
531,"Curacao",2015,0.0,0.0,1.4,2.1,10.3,0.0,77.8,74.5,80.7
533,"Aruba",2005,0.0,0.0,1.9,1.8,17.8,0.0,74.0,71.5,76.4
533,"Aruba",2010,0.0,0.0,0.3,1.8,16.2,0.0,74.7,72.2,77.1
533,"Aruba",2015,0.0,0.0,0.5,1.8,14.8,0.0,75.4,72.9,77.8
534,"Sint Maarten (Dutch part)",2005,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
534,"Sint Maarten (Dutch part)",2010,0.0,0.0,0.4,0.0,0.0,0.0,0.0,72.0,77.2
534,"Sint Maarten (Dutch part)",2015,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
535,"Bonaire, St. Eustatius & Saba",2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,"Bonaire, St. Eustatius & Saba",2010,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0
535,"Bonaire, St. Eustatius & Saba",2015,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
540,"New Caledonia",2005,0.0,0.0,1.8,2.3,17.4,0.0,74.1,71.3,77.2
540,"New Caledonia",2010,0.0,0.0,1.5,2.3,15.1,0.0,75.2,72.4,78.3
540,"New Caledonia",2015,0.0,0.0,1.4,2.2,13.0,0.0,76.3,73.7,79.3
548,"Vanuatu",2005,3.3055,11.6995,2.5,4.1,34.6,116.0,68.4,66.7,70.3
548,"Vanuatu",2010,3.3752,6.8481,2.4,3.6,28.6,94.0,70.0,68.2,72.1
548,"Vanuatu",2015,4.1532,4.8685,2.3,3.4,24.3,78.0,71.4,69.4,73.6
554,"New Zealand",2005,8.2735,20.009,1.4,1.9,5.4,14.0,79.1,76.8,81.3
554,"New Zealand",2010,9.5884,20.1156,1.1,2.1,5.0,13.0,80.3,78.3,82.3
554,"New Zealand",2015,9.3066,22.1109,1.1,2.0,4.4,11.0,81.3,79.5,83.1
558,"Nicaragua",2005,5.5138,10.9857,1.4,2.8,26.4,190.0,70.9,68.0,73.8
558,"Nicaragua",2010,6.5016,13.2876,1.3,2.6,24.0,166.0,72.8,69.8,75.9
558,"Nicaragua",2015,7.9156,17.8576,1.2,2.3,20.0,150.0,74.5,71.4,77.5
562,"Niger",2005,7.4939,12.3228,3.6,7.7,88.1,723.0,51.4,50.8,52.0
562,"Niger",2010,6.5127,7.9269,3.7,7.6,74.8,657.0,54.9,54.3,55.6
562,"Niger",2015,7.091,4.586,3.8,7.4,65.8,553.0,58.5,57.6,59.5
566,"Nigeria",2005,3.8136,3.57,2.5,6.1,104.0,946.0,46.9,46.1,47.8
566,"Nigeria",2010,3.2597,2.6941,2.6,5.9,89.9,867.0,49.7,49.0,50.5
566,"Nigeria",2015,3.5726,5.3234,2.7,5.7,76.3,814.0,51.9,51.2,52.6
570,"Niue",2005,10.1103,2.6727,-2.4,0.0,0.0,0.0,0.0,0.0,0.0
570,"Niue",2010,9.8371,2.097,-0.7,0.0,0.0,0.0,0.0,0.0,0.0
570,"Niue",2015,6.3547,2.2358,-0.1,0.0,0.0,0.0,0.0,0.0,0.0
578,"Norway",2005,8.3328,16.4523,0.6,1.8,3.5,7.0,79.3,76.8,81.8
578,"Norway",2010,8.8978,16.7648,1.1,1.9,3.0,6.0,80.6,78.3,82.8
578,"Norway",2015,10.1089,17.7144,1.2,1.8,2.4,5.0,81.6,79.5,83.6
580,"Northern Mariana Islands",2005,0.0,0.0,-1.6,1.5,0.0,0.0,0.0,0.0,0.0
580,"Northern Mariana Islands",2010,0.0,0.0,-3.2,2.2,0.0,0.0,0.0,0.0,0.0
580,"Northern Mariana Islands",2015,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
583,"Micronesia (Fed. States of)",2005,11.4621,4.4624,-0.2,4.1,37.9,134.0,67.6,66.9,68.2
583,"Micronesia (Fed. States of)",2010,12.9447,3.3999,-0.5,3.6,34.9,115.0,68.3,67.6,69.1
583,"Micronesia (Fed. States of)",2015,12.2011,5.7719,0.2,3.3,33.2,100.0,68.8,67.7,69.9
584,"Marshall Islands",2005,26.2889,11.6516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,"Marshall Islands",2010,19.301,14.2357,0.1,0.0,0.0,0.0,0.0,0.0,0.0
584,"Marshall Islands",2015,22.6208,20.1922,0.2,0.0,0.0,0.0,0.0,0.0,0.0
585,"Palau",2005,9.0493,8.7309,0.8,0.0,0.0,0.0,0.0,66.3,72.1
585,"Palau",2010,11.6086,8.536,0.6,0.0,0.0,0.0,0.0,0.0,0.0
585,"Palau",2015,10.5115,13.3193,0.8,2.2,13.3,0.0,73.0,68.1,77.8
586,"Pakistan",2005,2.7079,3.7054,2.1,4.2,84.0,249.0,63.3,62.5,64.3
586,"Pakistan",2010,2.5968,2.8112,2.1,4.0,76.9,211.0,64.4,63.5,65.3
586,"Pakistan",2015,2.6871,3.7429,2.1,3.7,69.8,178.0,65.9,65.0,66.8
591,"Panama",2005,6.1966,10.0237,1.9,2.7,19.8,87.0,75.5,73.0,78.2
591,"Panama",2010,7.0028,13.0622,1.8,2.6,16.8,101.0,76.4,73.5,79.4
591,"Panama",2015,6.7947,11.5877,1.7,2.6,15.2,94.0,77.3,74.3,80.5
598,"Papua New Guinea",2005,2.4578,7.8259,2.5,4.4,55.5,277.0,62.6,60.3,65.1
598,"Papua New Guinea",2010,2.1076,7.0693,2.4,4.1,51.9,238.0,64.2,61.8,66.7
598,"Papua New Guinea",2015,2.5079,8.2244,2.2,3.8,49.0,215.0,65.0,62.6,67.5
600,"Paraguay",2005,4.9812,5.886,1.8,3.2,35.5,159.0,70.8,68.7,72.9
600,"Paraguay",2010,6.2259,9.0082,1.4,2.9,32.0,139.0,71.8,69.7,73.9
600,"Paraguay",2015,7.8198,10.8549,1.3,2.6,28.8,132.0,72.7,70.7,74.9
604,"Peru",2005,4.5501,12.3978,1.3,2.8,27.4,114.0,71.6,69.0,74.3
604,"Peru",2010,4.7371,11.6675,1.2,2.6,21.0,92.0,73.1,70.5,75.9
604,"Peru",2015,5.1211,14.5215,1.3,2.5,18.6,68.0,74.2,71.5,76.8
608,"Philippines",2005,3.9004,6.6098,2.0,3.7,28.1,127.0,67.5,64.4,70.8
608,"Philippines",2010,4.3128,7.1828,1.7,3.3,25.0,129.0,68.1,64.8,71.5
608,"Philippines",2015,4.3214,7.2514,1.6,3.1,22.2,114.0,68.6,65.4,72.1
616,"Poland",2005,5.8073,8.9633,-0.1,1.3,7.1,6.0,74.6,70.4,78.8
616,"Poland",2010,6.4191,9.9984,0.0,1.4,5.7,4.0,75.6,71.3,79.8
616,"Poland",2015,6.3434,10.665,0.0,1.3,4.5,3.0,77.0,72.9,81.0
620,"Portugal",2005,9.4334,14.4036,0.4,1.5,4.5,12.0,77.6,74.1,81.0
620,"Portugal",2010,9.8195,13.221,0.2,1.4,3.3,11.0,79.3,76.0,82.5
620,"Portugal",2015,8.9718,12.3159,-0.4,1.3,2.9,10.0,80.5,77.3,83.5
624,"Guinea-Bissau",2005,6.3873,13.6794,2.1,5.6,101.0,714.0,52.7,52.0,53.3
624,"Guinea-Bissau",2010,6.3485,5.9414,2.4,5.2,91.1,570.0,54.2,52.8,55.6
624,"Guinea-Bissau",2015,6.5198,9.3501,2.6,4.9,80.4,549.0,56.0,54.3,57.7
626,"Timor-Leste",2005,1.3449,3.6345,3.3,7.0,64.0,506.0,61.5,60.0,63.0
626,"Timor-Leste",2010,1.426,2.7105,1.6,6.5,50.2,317.0,66.4,65.2,67.6
626,"Timor-Leste",2015,3.4942,4.5083,2.2,5.9,43.9,215.0,67.7,66.1,69.5
630,"Puerto Rico",2005,0.0,0.0,-0.2,1.9,8.0,19.0,76.8,72.7,80.9
630,"Puerto Rico",2010,0.0,0.0,-0.3,1.7,7.0,16.0,77.9,73.8,81.8
630,"Puerto Rico",2015,0.0,0.0,-0.2,1.5,6.3,14.0,79.2,75.2,83.2
634,"Qatar",2005,2.5691,6.623,7.6,3.0,9.4,21.0,76.6,75.6,78.1
634,"Qatar",2010,1.7892,4.1493,14.4,2.2,7.8,16.0,77.0,75.9,78.6
634,"Qatar",2015,3.0996,6.293,6.6,2.0,7.2,13.0,77.7,76.9,79.4
638,"Reunion",2005,0.0,0.0,1.4,2.4,7.6,0.0,76.8,73.0,80.6
638,"Reunion",2010,0.0,0.0,1.0,2.4,5.6,0.0,78.2,74.5,81.9
638,"Reunion",2015,0.0,0.0,0.8,2.4,4.2,0.0,79.5,76.0,82.9
642,"Romania",2005,5.4588,13.164,-0.6,1.3,16.9,33.0,71.5,67.9,75.2
642,"Romania",2010,5.7541,11.5259,-0.9,1.4,12.0,30.0,73.1,69.5,76.7
642,"Romania",2015,4.9441,10.7752,-0.6,1.5,8.7,31.0,74.8,71.4,78.4
643,"Russian Federation",2005,4.7584,9.9045,-0.4,1.3,16.2,42.0,64.9,58.6,72.0
643,"Russian Federation",2010,4.9572,8.5938,-0.1,1.4,10.7,29.0,67.1,61.0,73.7
643,"Russian Federation",2015,5.277,8.8161,0.1,1.7,8.3,25.0,70.3,64.7,75.9
646,"Rwanda",2005,8.777,8.0927,2.3,5.4,90.7,567.0,50.6,49.6,51.5
646,"Rwanda",2010,8.6442,8.5564,2.6,4.9,59.8,381.0,60.1,58.6,61.5
646,"Rwanda",2015,6.5194,7.9149,2.5,4.2,44.0,290.0,65.2,63.1,67.1
654,"Saint Helena",2005,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
654,"Saint Helena",2010,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
654,"Saint Helena",2015,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0
659,"Saint Kitts and Nevis",2005,4.7603,6.4082,1.4,0.0,0.0,0.0,0.0,0.0,0.0
659,"Saint Kitts and Nevis",2010,5.7586,5.8709,1.1,0.0,0.0,0.0,0.0,0.0,0.0
659,"Saint Kitts and Nevis",2015,5.1524,6.5679,1.1,0.0,0.0,0.0,0.0,0.0,0.0
660,"Anguilla",2005,0.0,0.0,2.6,1.8,0.0,0.0,0.0,0.0,0.0
660,"Anguilla",2010,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
660,"Anguilla",2015,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
662,"Saint Lucia",2005,5.4345,6.163,0.8,1.9,14.2,67.0,72.1,70.1,74.0
662,"Saint Lucia",2010,5.693,6.9811,1.1,1.6,11.8,54.0,74.0,71.4,76.6
662,"Saint Lucia",2015,5.3902,8.5586,0.5,1.5,10.9,48.0,74.8,72.2,77.6
666,"Saint Pierre and Miquelon",2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"Saint Pierre and Miquelon",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"Saint Pierre and Miquelon",2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,"Saint Vincent & Grenadines",2005,3.3368,9.0089,0.2,2.2,21.2,50.0,70.7,68.3,73.3
670,"Saint Vincent & Grenadines",2010,3.7476,8.2073,0.1,2.1,18.5,50.0,71.8,69.8,74.0
670,"Saint Vincent & Grenadines",2015,3.5063,9.1535,0.0,2.0,16.5,45.0,72.7,70.7,74.9
674,"San Marino",2005,4.5057,11.6745,1.3,0.0,0.0,0.0,0.0,0.0,0.0
674,"San Marino",2010,5.9571,13.1107,1.2,0.0,0.0,0.0,0.0,0.0,0.0
674,"San Marino",2015,6.8086,13.2706,1.2,0.0,0.0,0.0,0.0,0.0,0.0
678,"Sao Tome and Principe",2005,11.1736,11.4639,2.3,5.1,51.8,181.0,63.8,62.0,65.6
678,"Sao Tome and Principe",2010,6.8382,4.0918,2.3,4.9,46.0,162.0,65.5,63.6,67.4
678,"Sao Tome and Principe",2015,5.3499,4.9014,2.2,4.7,43.8,156.0,66.1,64.1,68.2
